StoreId,StoreName,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
p108,,Camp CaWayan Restaurant - Wayan Compound,Filipino,5.0,676,davao city davao del sur,
s5i2,,Doodles Kitchen - Gulfview Executive Homes,Corndogs,4.6,48,davao city davao del sur,
egwd,,Takoen Food Gourmet - Talomo,Filipino,5.0,412,davao city davao del sur,
isl2,,Cbs Kitchen Homemade Food Retailing - Deca Homes,Sandwiches,5.0,71,davao city davao del sur,
r2pf,,Calves Steakside - Central Park,BBQ,5.0,205,davao city davao del sur,
q0wn,,ECHOstore Sustainable Lifestyle - Buhangin,Healthy,5.0,225,davao city davao del sur,
doqr,,JC ihaw-ihaw - Rasay Street,Filipino,5.0,449,davao city davao del sur,
f05w,,Jenlie Foods Pansiteria - Jupiter Street,Filipino,4.9,83,davao city davao del sur,
uwwg,,Barbeque Boss - Toril,BBQ,5.0,107,davao city davao del sur,
zjfs,,Lazy Mondaes - Toril,Ice Cream,0.0,0,davao city davao del sur,
rht0,,Enzo's Pizza - Crocodile Park,Burgers,5.0,52,davao city davao del sur,
lwap,,Big Bowls - Crossing Ulas,Rice Bowl,0.0,0,davao city davao del sur,
h0zj,,Yakoyaki - Toril,Ulam,4.9,15,davao city davao del sur,
sxwo,,Beans and Vines Lounge and Tasting Room,Asian,0.0,0,davao city davao del sur,
epa9,,Dabaw's Sisig Corner - Bangkal,Filipino,5.0,162,davao city davao del sur,
esvj,,PHERMS UNLIMITED RICE - Rasay Branch,Fried Chicken,4.9,40,davao city davao del sur,
to8u,,Egg Stop - Bangkal,Sandwiches,4.8,32,davao city davao del sur,
yei4,,Mr Float - Matina Pangi,Rice Bowl,0.0,0,davao city davao del sur,
y2jw,,Rice and Everything Nice - Buhangin,Asian,4.7,94,davao city davao del sur,
s0hr,,Driver's Stop Carinderia - Bangkal,Filipino,5.0,1174,davao city davao del sur,
m9cw,,Yacomix Kainan - Toril,Ulam,4.8,51,davao city davao del sur,
s2lm,,Cap1925 - Toril,Filipino,4.9,935,davao city davao del sur,
hm12,,Kanoffee Coffee Bar - Toril,Asian,5.0,149,davao city davao del sur,
b9mp,,Chaboba - Gaisano Mall of Toril,Beverages,4.9,27,davao city davao del sur,
uk5l,,Big Fat Tummy - Bangkal,Filipino,5.0,684,davao city davao del sur,
a8vo,,Bros Ribs And Steaks Corner - Tahimik Avenue,Filipino,4.7,455,davao city davao del sur,
yojy,,THAT COFFEE HITS DIFFERENT - Lim Street,Coffee,4.8,10,davao city davao del sur,
tkc7,,Destino Cafe - Toril,Coffee,5.0,15,davao city davao del sur,
d8eb,,Sirok Dine & Chill - Cabantian,Ulam,5.0,45,davao city davao del sur,
mern,,Pherms Manok Fast-Food Chain - Agton Street,Fried Chicken,4.9,260,davao city davao del sur,
ey7h,,Pulutan Factory - Matina Pangi,Rice Bowl,0.0,0,davao city davao del sur,
chml,,Cheelog - Buhangin,Filipino,4.8,73,davao city davao del sur,
r2wo,,SuToKil & Seafood Grill - Davao,Filipino,4.9,835,davao city davao del sur,
m4rj,,Pizza Treat Delight - Toril,Pizza,5.0,703,davao city davao del sur,
timq,,Merienda Sa Dakbayan - Matina Pangi,Rice Bowl,4.8,73,davao city davao del sur,
vmh3,,Daily Dose Coffee Bar - Maa,Coffee,0.0,0,davao city davao del sur,
vih5,,Pipay's Snack House - Talomo,Snacks,0.0,0,davao city davao del sur,
ih1x,,Vhine's Kitchenette - Peter Street,Cakes,0.0,0,davao city davao del sur,
hbbt,,KYO Coffee - Bago Aplaya,Coffee,5.0,17,davao city davao del sur,
h6gj,,Kompares - Pag Asa Village,Filipino,5.0,108,davao city davao del sur,
k7r6,,Mabini BBQ Haus - Cabantian,BBQ,0.0,0,davao city davao del sur,
flxf,,Seven D Eatery,Ulam,4.9,13,davao city davao del sur,
lf0m,,Master Siomai - Cabantian,Chinese,5.0,10,davao city davao del sur,
aixz,,Bashh - Matina Aplaya,Coffee,5.0,384,davao city davao del sur,
gj7o,,JB Takotako Food Cart - NCCC Mall Buhangin,Takoyaki,0.0,0,davao city davao del sur,
btjz,,Manokhan Roasters - Matina Aplaya,Chicken,5.0,753,davao city davao del sur,
l98j,,Kachi Coffee - Davao Del Sur,Coffee,0.0,0,davao city davao del sur,
k6oc,,Del Mar Painitan - Marfori,Rice Dishes,4.9,1096,davao city davao del sur,
ce21,,Chelsy's Burger - San Antonio Matina,Burgers,4.9,36,davao city davao del sur,
h9uf,,Fast and Fresh-Foods Depot - Cabantian,Asian,5.0,590,davao city davao del sur,
l1s7,,Food Mania Paresan- Buhangin,Pares,5.0,52,davao city davao del sur,
kg5d,,Felmart Lechon - Cabantian,Lechon,4.9,381,davao city davao del sur,
x9ep,,Takoyaki Since 1995 - Matina,Takoyaki,4.8,207,davao city davao del sur,
l6m2,,CIANA FOOD HOUSE - Riverview Road Talomo,BBQ,0.0,0,davao city davao del sur,
xggq,,Freshko Avocado - Matina Crossing,Fruit Shake,5.0,301,davao city davao del sur,
zio8,,Krafty Kitchen - Cabantian,Snacks,0.0,0,davao city davao del sur,
a29q,,Ai Ai Milktea Station - Communal,Asian,4.9,57,davao city davao del sur,
qxen,,Proben And Tasty Snack - Matina,Filipino,5.0,114,davao city davao del sur,
x6wj,,Purple Patisserie By Keen - San Rafael,Cakes,5.0,856,davao city davao del sur,
apmh,,121 Cafe - Dona Francisca Home Basketball Court,Coffee,5.0,11,davao city davao del sur,
xkwu,,Gravitea Milktea - Cabantian,Milk Tea,5.0,45,davao city davao del sur,
s8jc,,Balamban Liempo - Bacaca,Liempo,5.0,292,davao city davao del sur,
b5ve,,Bukohan Ni Jojit Lyneth -  Cabantian,Halo-Halo,4.6,407,davao city davao del sur,
mpaz,,Sangkil Food House - Cordillera Road,Filipino,4.9,460,davao city davao del sur,
s2ej,,Saikono Japanese Restaurant - Matina,Sushi,4.9,372,davao city davao del sur,
x4rz,,Harley Boulevard Motor Cafe - Toril,American,5.0,269,davao city davao del sur,
ij15,,SharEat Davao (Samgyupsal Store) -  Matina Aplaya Road,Rice Bowl,4.9,241,davao city davao del sur,
r5fc,,Fiftea - Gaisano Grand Citygate Mall,Milk Tea,5.0,661,davao city davao del sur,
aygh,,Bang Bang Special Crispy Bangus - Añora Building,Seafood,5.0,52,davao city davao del sur,
t2rt,,John's Resto Grill - Maa,Filipino,5.0,612,davao city davao del sur,
h9cw,,The Roasters - Matina Aplaya,Lechon,5.0,14,davao city davao del sur,
h88m,,Papangss Lechon House - San Antonio Village,Lechon,0.0,0,davao city davao del sur,
gmuv,,Lighthouse Resto - Rasay Ext,Filipino,5.0,312,davao city davao del sur,
mxyr,,Donna Ice Cream - Buhangin,Ice Cream,4.9,277,davao city davao del sur,
yfjl,,Olah Halo Halo - Ilang Center,Halo-Halo,0.0,0,davao city davao del sur,
n1l5,,Hungry Tummy - Victors Subdivision,Filipino,5.0,66,davao city davao del sur,
ku14,,Khit's Food - Buhangin-Cabantian,Silog,0.0,0,davao city davao del sur,
kudm,,Mabini BBQ Haus - Buhangin,BBQ,0.0,0,davao city davao del sur,
t4ax,,TAMBAYAN SISIG HOUSE - San Antonio Village,Rice Dishes,5.0,12,davao city davao del sur,
ew8r,,Indoor Cafe - Cabantian,Coffee,5.0,231,davao city davao del sur,
j6kw,,Augustus Pizza - Km 6,Pizza,5.0,1708,davao city davao del sur,
pbpv,,Pidoks - Buhangin,Chicken,5.0,365,davao city davao del sur,
s1fm,,Kiraku Japanese Bistro - Cabantian,Japanese,5.0,335,davao city davao del sur,
s3jq,,Lechon Haus - Gaisano Grand Buhangin,Lechon,4.9,154,davao city davao del sur,
r9ah,,Ikigai Japanese Restaurant - Spring Valley,Rice Bowl,4.8,2367,davao city davao del sur,
vqe6,,BBQ Nation - Gaisano Grand Citygate,BBQ,0.0,0,davao city davao del sur,
i12v,,The Fryers Fried Chicken House - Silver St,Chicken Wings,0.0,0,davao city davao del sur,
bhmz,,Jepoy's Kitchen - Toril,Ulam,4.9,28,davao city davao del sur,
cily,,SUNSCOR GROCERAMA FASTFOOD - Saavedra Street,Fast Food,4.9,123,davao city davao del sur,
xn6f,,Bantooks’ Bangusan and Fried Chicken Stall - Cabantian Road,Fish,0.0,0,davao city davao del sur,
uyfj,,Deja Brew Cafe - Davao,Coffee,0.0,0,davao city davao del sur,
w6lb,,Leylam - Gaisano Citygate Buhangin,Rice Dishes,5.0,438,davao city davao del sur,
y0rz,,Pulido's Kitchenette - Corner Saavedra Street,Filipino,5.0,578,davao city davao del sur,
ldy9,,SamgyeoPleaseee - Ciudad de Esperanza,BBQ,5.0,76,davao city davao del sur,
k7c1,,Joniel's Cakes and Pastries - Matina,Cakes,0.0,0,davao city davao del sur,
agmj,,Pinoy Food Taste - Matina Aplaya,Ulam,4.9,478,davao city davao del sur,
vlyi,,Kusina ni Clint,Ulam,0.0,0,davao city davao del sur,
slah,,Iced Earth - Matina Pangi,Ice Cream,0.0,0,davao city davao del sur,
n48z,,Alberto's Pizza - Matina,Pizza,5.0,5179,davao city davao del sur,
cg6e,,Pansititoy - Bacaca,Pancit,5.0,410,davao city davao del sur,
jabd,,Takodeal - Gaisano Citygate,Takoyaki,4.9,18,davao city davao del sur,
jve3,,Davao's Food Avenue - Matina,Pizza,4.9,11,davao city davao del sur,
xv0e,,Lawiswis 1703 BBQ Hauz - Toril,Filipino,5.0,528,davao city davao del sur,
t9vj,,Kookels - Matina Crossing,Filipino,4.9,295,davao city davao del sur,
h6tc,,Well Winged - Pagasa Village,Chicken Wings,5.0,1743,davao city davao del sur,
l6oj,,Amber's New York Style Pizza - Matina,Pizza,4.5,178,davao city davao del sur,
zdhk,,Empress-Milkshake station - J Saavedra Street,Filipino,4.5,11,davao city davao del sur,
cpdp,,Johnny's Sizling and Grill House - Rasay St,Burgers,4.9,16,davao city davao del sur,
fczs,,Cafe Jeremiah - Buhangin,Snacks,0.0,0,davao city davao del sur,
cg9e,,Shawarma Shack - Matina Aplaya,Shawarma,5.0,864,davao city davao del sur,
d4je,,Jonna Native Chicken & Seafoods  Grill - Davao City Diversion Road,BBQ,0.0,0,davao city davao del sur,
dsvo,,Popskie's Food and Beverage Stations - Emperado Commercial Building,Sinigang,5.0,219,davao city davao del sur,
t2wr,,Toptea Milk Tea - Bacaca,Milk Tea,4.9,754,davao city davao del sur,
x9yp,,Fruitas - Gaisano Grand CityGate Mall,Fruit Shake,5.0,241,davao city davao del sur,
vame,,Yanis Sizzlers & Grill - Matina Aplaya,BBQ,4.8,120,davao city davao del sur,
h3lg,,Teacup Time 奶茶 - Matina NCCC Centerpoint Plaza,Milk Tea,4.9,223,davao city davao del sur,
io5u,,FR Coffee House - Davao,Coffee,0.0,0,davao city davao del sur,
q4cl,,Conlu Bread and Pastry Shop - Bangkal,Cakes,5.0,2243,davao city davao del sur,
rb9s,,Diner's Grill & Sizzling Hub - Buhangin,Filipino,4.9,440,davao city davao del sur,
cqr3,,Sangkil Too - Matina Aplaya Road,Sisig,0.0,0,davao city davao del sur,
g38z,,Pirates Galley - Matina,Chicken,4.9,238,davao city davao del sur,
m6h6,,Gavino's Siomai Hub - Communal,Pancit,0.0,0,davao city davao del sur,
qvyd,,Four Seasons Cafe - New Society Village,Beverages,0.0,0,davao city davao del sur,
xbn4,,Paramount Coffee - Twin Palms,Coffee,0.0,0,davao city davao del sur,
to0m,,PULPY AND YOUNG HAOCHI PIE HOUSE,Filipino,0.0,0,davao city davao del sur,
n61i,,Chickpoint Lechon Manok & Liempo House - Sto Niño,Lechon,4.5,36,davao city davao del sur,
r1dy,,Ding Dong's Tuna Grill - Poblacion,Filipino,4.9,3672,davao city davao del sur,
itm3,,Fika Cafe - Buhangin,Coffee,5.0,191,davao city davao del sur,
j4rx,,Maktub Cafe - Maa,Coffee,0.0,0,davao city davao del sur,
s3ey,,Big Mug’s Cafe - Bugac Maa,Desserts,4.9,196,davao city davao del sur,
w3ay,,Chon Bean Cafe,Beverages,4.9,20,davao city davao del sur,
r89e,,71 Food house and Catering Services - Toril,Ulam,4.7,23,davao city davao del sur,
r273,,Rob's Diner - Buhangin,Ulam,0.0,0,davao city davao del sur,
tn78,,Beauteluxe Cafe - Matina,Milk Tea,0.0,0,davao city davao del sur,
x8ho,,Ad Astra's Sourdough - Buhangin,Bread,0.0,0,davao city davao del sur,
l0ts,,Toppiz - Panacan,Pizza,0.0,0,davao city davao del sur,
j0zx,,AiCha Tea Station -  Bangkal,Milk Tea,5.0,880,davao city davao del sur,
q0mq,,Ginkaku Japanese Restaurant - Matina,Japanese,5.0,923,davao city davao del sur,
mcna,,Sumsum Noodles & Dimsum - Maa,Rice Noodles,4.9,14,davao city davao del sur,
je4i,,Neneng's Kitchen - Buhangin,Ulam,0.0,0,davao city davao del sur,
yean,,COFFIX COFFEE SHOP,Coffee,0.0,0,davao city davao del sur,
a1ji,,Ate Mar Kambingan - C P Garcia Highway,Filipino,4.9,1434,davao city davao del sur,
wgm1,,Happy Cup - Gaisano Mall,Milk Tea,5.0,210,davao city davao del sur,
o69k,,Kuya Greg Indian Food - DMSF,Biryani,4.7,53,davao city davao del sur,
r9gy,,Barefruit Guyabano - Victoria Plaza,Beverages,5.0,444,davao city davao del sur,
nndb,,Avocadoria - Ayala Malls Abreeza,Desserts,5.0,143,davao city davao del sur,
aqyb,,JH Garden Cafe & Restaurant-Matina,Coffee,0.0,0,davao city davao del sur,
s7z6,,Mabini BBQ Haus - Matina Aplaya,BBQ,0.0,0,davao city davao del sur,
t1qt,,ChicNok Lechon Manok And Liempo - Buhangin,Lechon,4.9,1242,davao city davao del sur,
o3ln,,Black Plate Bistro - La Verna Bypass Road,BBQ,0.0,0,davao city davao del sur,
k3hd,,Haveli King - DMSF,Indian,4.9,7145,davao city davao del sur,
ihfn,,Taco Boy - SPMC,Pasta,5.0,312,davao city davao del sur,
q5rp,,Sunburst Fried Chicken - Davao,Filipino,5.0,968,davao city davao del sur,
kop1,,#Thaii-Talk Milktea House - San Vicente,Milk Tea,1.6,2,davao city davao del sur,
zevk,,Wright Wings - Abreeza Mall,Chicken Wings,5.0,99,davao city davao del sur,
r6it,,Helen's Kitchen - Buhangin,Filipino,5.0,488,davao city davao del sur,
zrgt,,Tuna Republik - La Verna Street,Seafood,5.0,1302,davao city davao del sur,
rrow,,Keyki Cakes and Pastries Shop - Davao City,Filipino,0.0,0,davao city davao del sur,
s4bl,,Cha Cha Ihaw Ihaw and Kambingan - Buhangin,Soups,5.0,2083,davao city davao del sur,
um3d,,The Baking Room - Poblacion,Cakes,5.0,393,davao city davao del sur,
rfgh,,Coffee 101 - Marfori,Coffee,5.0,162,davao city davao del sur,
kb2r,,Chaboba - NCCC Mall Victoria Plaza,Beverages,0.0,0,davao city davao del sur,
xtac,,Moon's - Aplicador Street,Asian,4.8,294,davao city davao del sur,
s4ar,,Wings Club - Palm Village,Chicken,5.0,354,davao city davao del sur,
gax6,,Kenny Rogers Roasters - Abreeza Mall,Chicken,5.0,407,davao city davao del sur,
f6tj,,Vera - Coffee and Bistro,Pasta,5.0,457,davao city davao del sur,
q9aq,,Upstairs - Erloom Building,Filipino,4.9,794,davao city davao del sur,
p53k,,Seattle's Best Coffee - Davao Global Township,Coffee,4.9,66,davao city davao del sur,
sha1,,Martin Lechon House- DJC Bajada,Filipino,4.9,1410,davao city davao del sur,
rxt2,,Davao Mission Foods - Olive Road,Rice Bowl,0.0,0,davao city davao del sur,
gy3g,,Panda Dumplings - Gladiola Street,Ulam,0.0,0,davao city davao del sur,
cmiw,,Delicake Cafe - Marfori,Cakes,0.0,0,davao city davao del sur,
k1kn,,Katalina's Davao,Cakes,0.0,0,davao city davao del sur,
sys7,,La Chocole - Bajada,Beverages,5.0,29,davao city davao del sur,
z0ud,,"Miggy's Siomai, Lugaw atbp.",Dumpling,5.0,1367,davao city davao del sur,
bp24,,Oye Cafe - Doña Vicenta Village,Coffee,4.9,14,davao city davao del sur,
s2b7,,Pampangga’s Grill House - Surveyor Street,Ulam,5.0,14,davao city davao del sur,
v5nc,,Euro Baker Express - Matina,Bread,5.0,517,davao city davao del sur,
r6cv,,Gong cha - Abreeza Mall,Milk Tea,5.0,1741,davao city davao del sur,
j8os,,Pansit Sa Bilao - Buhangin,Asian,5.0,2051,davao city davao del sur,
ev6n,,Hayashi Breads - Buhangin,Bread,5.0,216,davao city davao del sur,
q0sf,,SumoSam - Abreeza,Japanese,5.0,479,davao city davao del sur,
x8mt,,Empanada & Lumpia Unlimited by Rose Cua - Matina,Western,4.9,176,davao city davao del sur,
fuss,,Sushi Box Davao-NCCC Victoria Plaza,Sushi,5.0,32,davao city davao del sur,
r3dw,,Caitlyn's Dumpling Bar - Marfori Heights,Dumpling,5.0,2787,davao city davao del sur,
t07o,,Mhai's Sweet Treats - Lopez Jaena,Cakes,0.0,0,davao city davao del sur,
n9f1,,The 5S Box Indian Restaurant - Gahol Avenue,Biryani,3.6,55,davao city davao del sur,
dmpq,,Dragon Dumplings - Ayala Abreeza,Siomai,0.0,0,davao city davao del sur,
w46x,,Tiger Sugar - Abreeza Mall Davao,Milk Tea,5.0,418,davao city davao del sur,
b0vn,,Max's Restaurant - Abreeza Davao,Chicken,5.0,342,davao city davao del sur,
r7mg,,Honestea - Bajada,Milk Tea,5.0,315,davao city davao del sur,
bqew,,Punjabi Town Restaurant - Gahol Avenue,Biryani,4.2,228,davao city davao del sur,
wpg4,,Okinooki - L. Ma. Guerrero Street,Burgers,5.0,38,davao city davao del sur,
xb5v,,Italianni's - Abreeza Mall Davao,Italian,0.0,0,davao city davao del sur,
vff9,,Kafih,Rice Bowl,5.0,20,davao city davao del sur,
a935,,3M's Food Hub - Buhangin,Korean,5.0,152,davao city davao del sur,
jyvt,,Tuna Choice Grill Incorporated - Cabantian,Fish,4.9,18,davao city davao del sur,
jcx2,,Amney Cafe - Davao Global Township,Snacks,0.0,0,davao city davao del sur,
s8fz,,The Coffee Bean & Tea Leaf - Abreeza Mall,Coffee,5.0,873,davao city davao del sur,
zq21,,Coffee Spot -Marfori,Coffee,0.0,0,davao city davao del sur,
onlr,,TGI Fridays - Abreeza Mall Davao,American,0.0,0,davao city davao del sur,
sawo,,Salads & More - 3rd Avenue,Salads,0.0,0,davao city davao del sur,
sksh,,Yogu Milk Tea - Davao,Milk Tea,5.0,15,davao city davao del sur,
s7dl,,Singh Is King Indian Foods - Gahol Building,Indian,4.7,2017,davao city davao del sur,
fidp,,Mumbai Indian BBQ & Grill - DMSF,Biryani,2.1,15,davao city davao del sur,
q3aq,,Army Navy  - Abreeza Mall,Burgers,5.0,3618,davao city davao del sur,
pr7m,,Punjabi Diner Indian Food - DMSF,Indian,4.9,1670,davao city davao del sur,
q0lf,,Kitsune Japanese Restaurant - Matina,Japanese,4.7,1244,davao city davao del sur,
nimo,,Hot And Spicy Indian Cuisine - Circumferential Road,Indian,4.9,883,davao city davao del sur,
dakk,, Lau's Cafe - Mdmrci building anex,Filipino,0.0,0,davao city davao del sur,
g8is,,Taj Diner - ALCREJ Building,Indian,4.7,1489,davao city davao del sur,
dish,,"Sheila's Pizza Indian Food, Arab Food and Filipino Food - Marfori Heights",Pizza,4.9,527,davao city davao del sur,
s2qt,,Burger King - Buhangin Davao,Burgers,5.0,9875,davao city davao del sur,
mmi4,,Takoyaki Itsumo - NCCC Victoria,Takoyaki,4.9,16,davao city davao del sur,
pb7m,,Panadero Bakeshop - Circumferential Road,Bread,5.0,111,davao city davao del sur,
q6wz,,K Steak Unlimited - Marfori,BBQ,4.9,525,davao city davao del sur,
r3iy,,Rose Homemade Specials - Marfori,Healthy,4.9,1012,davao city davao del sur,
s2ui,,Green Coffee - Marfori,Coffee,5.0,1783,davao city davao del sur,
crzr,,Chew Baka - Lopez Jaena,Lechon,5.0,224,davao city davao del sur,
x1n2,,The Dough Story - Abreeza,Desserts,5.0,229,davao city davao del sur,
sl5z,,Kuya Ram Indian Cuisine - Dona Vicenta,Indian,4.9,1892,davao city davao del sur,
xwey,,Merry Mango -Abreeza,Desserts,5.0,116,davao city davao del sur,
z3t1,,Delgie Buko Shake - Victoria Plaza,Fruit Shake,4.9,70,davao city davao del sur,
pjlm,,Hogs' Head Restaurant & Bar - Davao,Ulam,0.0,0,davao city davao del sur,
uj59,,Cucina Ilocana Diner- Abreeza,Ulam,0.0,0,davao city davao del sur,
gm3l,,Out Of Nowhere Kitchen - Abreeza Mall,Filipino,0.0,0,davao city davao del sur,
q8vq,,Chikaan - Abreeza Mall,Filipino,5.0,1393,davao city davao del sur,
h4if,,J&A Homemade Pizza - Sampaguita Street,Ulam,4.5,32,davao city davao del sur,
u9n4,,Hungry Bunny - Matina,Rice Bowl,4.9,476,davao city davao del sur,
ddbp,,I Choose Brew - DMSF Drive,Coffee,0.0,0,davao city davao del sur,
f8x1,,Candy Corner - Abreeza Mall,Desserts,4.9,17,davao city davao del sur,
t9wn,,Khit's Silogan - Bajada,Filipino,5.0,620,davao city davao del sur,
jy9d,,Coffee For Peace Kiosks - Abreeza,Coffee,0.0,0,davao city davao del sur,
ndel,,Bandejas Cafe and Diner - Pandango Street,Filipino,5.0,136,davao city davao del sur,
iltp,,XNY events place unli wings & restaurant - Cabantian La Verna Hill,Filipino,0.0,0,davao city davao del sur,
wxqu,,TR Indian Foods - DMSF,Biryani,4.9,25,davao city davao del sur,
zujy,,Mango Mania - Buhangin,Desserts,0.0,0,davao city davao del sur,
u2ve,,BEST Indian Food Davao Halal - Buhangin,Biryani,0.0,0,davao city davao del sur,
c1qt,,S&R New York Style Pizza - Abreeza Ayala Mall,Pizza,5.0,6855,davao city davao del sur,
s1ul,,Chucky's Beef Pares and Pastil - Mabini,Rice Dishes,5.0,1649,davao city davao del sur,
ggd8,,Fely's Pizza Station - San Pedro Extension,Pizza,4.8,77,davao city davao del sur,
jix1,,The Pepperoni Pizzeria - Torres Street,Pizza,4.9,50,davao city davao del sur,
dnqk,,Takoyaki Since 1995 - Sobrecary,Takoyaki,4.9,465,davao city davao del sur,
cbdh,,Bingbing's Bulaloan - Matina Aplaya,Bulalo,4.9,183,davao city davao del sur,
h2pd,,Ahok’s Food Corner - Inigo,Filipino,4.9,115,davao city davao del sur,
t5zt,,Romantic Baboy - The Compound,Korean,5.0,478,davao city davao del sur,
iqpm,,Fiamma Pizza & Cookie Jar - Sampaloc Street,Pizza,5.0,294,davao city davao del sur,
sfud,,Black Pearl - NCCC Mall VP,Fruit Shake,4.8,19,davao city davao del sur,
t7o8,,Lola Eling's Food Lutong Bahay atpb-Sputnik Davao City,Ulam,4.8,17,davao city davao del sur,
q0yg,,Mommy Lola's Native Lechon - Tionko,Lechon,4.9,922,davao city davao del sur,
r9gn,,Lanie's Halo-Halo,Halo-Halo,5.0,803,davao city davao del sur,
hhit,,D'Guitara 8610 Grill & Restobar - Dona Vicenta,Filipino,4.6,53,davao city davao del sur,
ona9,,Khitsilogan - Agdao,Rice Bowl,0.0,0,davao city davao del sur,
m4cv,,Fast Fresh By SKCO - Torres,Healthy,5.0,1153,davao city davao del sur,
ojr3,,Keopi Cafe - Inigo Street,Beverages,0.0,0,davao city davao del sur,
n4hz,,Crazy Chimken - Tulip Drive,Fried Chicken,0.0,0,davao city davao del sur,
q0pi,,Taters - Tulip Drive,Snacks,4.9,245,davao city davao del sur,
kvcu,,Hime Japanese Resto Bar - Matina Crossing,Japanese,0.0,0,davao city davao del sur,
r8lh,,Kaizen Davao - Torres,Japanese,5.0,488,davao city davao del sur,
vz9d,,Maangchi Korean Food - Tulip Drive,Fried Chicken,0.0,0,davao city davao del sur,
m3qs,,6th Republic Cafe - Juna,Fried Chicken,5.0,40,davao city davao del sur,
qa80,,Good Days Cafe Coffee and Milktea,Beverages,5.0,26,davao city davao del sur,
o47c,,Mabini BBQ Haus - Dacudao,BBQ,0.0,0,davao city davao del sur,
lmra,,Panadero Bakeshop - Matina Aplaya Seaside,,5.0,251,davao city davao del sur,
xiwa,,New Davao Famous - Matina,Noodles,5.0,2049,davao city davao del sur,
n2a3,,Gotokai - Mamay Road,Filipino,5.0,1648,davao city davao del sur,
lg4w,,CiTEA Place Milktea Station - Torres Street,Milk Tea,4.9,271,davao city davao del sur,
zgn8,,JM Shawarma - NCCC Maa,Shawarma,0.0,0,davao city davao del sur,
n81i,,Pastil House & Grill - Juna Subdivision,Filipino,4.8,16,davao city davao del sur,
s9vt,,Bistro Rosario - F Torres,Fruit Shake,5.0,357,davao city davao del sur,
s9vq,,Dahnil's Kitchen - Sobrecary,Filipino,5.0,4754,davao city davao del sur,
h1or,,Boodels Lutong Bahay - Poblacion,Filipino,5.0,1329,davao city davao del sur,
q6fk,,McDonald's - Davao Bajada,Fast Food,5.0,21541,davao city davao del sur,
s3zo,,ArtisAna - Araullo St,Pasta,4.9,94,davao city davao del sur,
